################################################							
# ITK-SnAP Label Description File							
# File format: 							
# IDX   -R-  -G-  -B-  -A--  VIS MSH  LABEL							
# Fields: 							
#    IDX:   Zero-based index 							
#    -R-:   Red color component (0..255)							
#    -G-:   Green color component (0..255)							
#    -B-:   Blue color component (0..255)							
#    -A-:   Label transparency (0.00 .. 1.00)							
#    VIS:   Label visibility (0 or 1)							
#    IDX:   Label mesh visibility (0 or 1)							
#  LABEL:   Label description 							
################################################							
0	0	0	0	0	0	0	"Clear Label"
1	255	0	0	0.3	1	1	"FB"
2	0	255	0	0.3	1	1	"FB"
3	0	0	255	0.3	1	1	"FB"
4	255	255	0	0.3	1	1	"FB"
5	0	255	255	0.3	1	1	"FB"
6	255	0	255	0.3	1	1	"FB"
7	255	239	213	0.3	1	1	"FB"
8	0	0	205	0.3	1	1	"FB"
9	205	133	63	0.3	1	1	"FB"
10	210	180	140	0.3	1	1	"FB"
11	102	205	170	0.3	1	1	"FB"
12	0	0	128	0.3	1	1	"FB"
13	0	139	139	0.3	1	1	"FB"
14	46	139	87	0.3	1	1	"EB"
15	255	228	225	0.3	1	1	"EB"
16	106	90	205	0.3	1	1	"EB"
17	221	160	221	0.3	1	1	"SAD"
18	233	150	122	0.3	1	1	"SAD"
19	165	42	42	0.3	1	1	"SAD"
20	255	250	250	0.3	1	1	"SAD"
21	147	112	219	0.3	1	1	"SAD"
22	218	112	214	0.3	1	1	"SAD"
23	75	0	130	0.3	1	1	"SAD"
24	255	182	193	0.3	1	1	"SAD"
25	60	179	113	0.3	1	1	"SAD"
26	255	235	205	0.3	1	1	"SAD"
27	255	228	196	0.3	1	1	"SAD"
28	218	165	32	0.3	1	1	"SAD"
29	0	128	128	0.3	1	1	"SAD"
30	188	143	143	0.3	1	1	"SAD"
31	255	105	180	0.3	1	1	"SAD"
32	255	218	185	0.3	1	1	"SAD"
33	222	184	135	0.3	1	1	"SAD"
34	127	255	0	0.3	1	1	"SAD"
35	139	69	19	0.3	1	1	"SAD"
36	124	252	0	0.3	1	1	"SAD"
37	255	255	224	0.3	1	1	"NO"
38	70	130	180	0.3	1	1	"SOG"
39	0	100	0	0.3	1	1	"SOG"
40	238	130	238	0.3	1	1	"SOG"
41	238	232	170	0.3	1	1	"SOG"
42	240	255	240	0.3	1	1	"SOG"
43	245	222	179	0.3	1	1	"SOG"
44	184	134	11	0.3	1	1	"SOG"
45	32	178	170	0.3	1	1	"SOG"
46	255	20	147	0.3	1	1	"SOG"
47	25	25	112	0.3	1	1	"SOG"
48	112	128	144	0.3	1	1	"SOG"
49	34	139	34	0.3	1	1	"SOG"
50	248	248	255	0.3	1	1	"SOG"
51	245	255	250	0.3	1	1	"SOG"
52	255	160	122	0.3	1	1	"SOG"
53	144	238	144	0.3	1	1	"SOG"
54	173	255	47	0.3	1	1	"SOG"
55	65	105	225	0.3	1	1	"SOG"
56	255	99	71	0.3	1	1	"SOG"
57	250	240	230	0.3	1	1	"SOG"
58	128	0	0	0.3	1	1	"SOG"
59	50	205	50	0.3	1	1	"SOG"
60	244	164	96	0.3	1	1	"SOG"
61	255	255	240	0.3	1	1	"SOG"
62	123	104	238	0.3	1	1	"SOG"
63	255	165	0	0.3	1	1	"SOG"
64	173	216	230	0.3	1	1	"SOG"
65	255	192	203	0.3	1	1	"SOG"
66	127	255	212	0.3	1	1	"SOG"
67	255	140	0	0.3	1	1	"SOG"
68	143	188	143	0.3	1	1	"SOG"
69	220	20	60	0.3	1	1	"SOG"
70	253	245	230	0.3	1	1	"SOG"
71	255	250	240	0.3	1	1	"SOG"
72	0	206	209	0.3	1	1	"SOG"
73	0	255	127	0.3	1	1	"SOG"
74	128	0	128	0.3	1	1	"SOG"
75	255	250	205	0.3	1	1	"SOG"
76	250	128	114	0.3	1	1	"SOG"
77	148	0	211	0.3	1	1	"SOG"
78	178	34	34	0.3	1	1	"SOG"
79	255	127	80	0.3	1	1	"SOG"
80	135	206	235	0.3	1	1	"SOG"
81	100	149	237	0.3	1	1	"SOG"
82	240	230	140	0.3	1	1	"SOG"
83	250	235	215	0.3	1	1	"SOG"
84	255	245	238	0.3	1	1	"SOG"
85	107	142	35	0.3	1	1	"SOG"
86	135	206	250	0.3	1	1	"SOG"
87	0	0	139	0.3	1	1	"SOG"
88	139	0	139	0.3	1	1	"SOG"
89	245	245	220	0.3	1	1	"SOG"
90	186	85	211	0.3	1	1	"SOG"
91	255	228	181	0.3	1	1	"SOG"
92	255	222	173	0.3	1	1	"SOG"
93	0	191	255	0.3	1	1	"SOG"
